round,n_clusters,modularity,clusters_all,clusters_visible,cross_cluster_citation_rate,n_clusters_citation,n_clusters_embedding_visible,intra_cluster_mean_dist,inter_cluster_centroid_dist,separation_ratio,modularity_citation,modularity_embedding_partition_on_citation,in_degree_top10_share,in_degree_top10_share_all,gini_in_degree,in_degree_top10_share_active,gini_in_degree_active,topk_turnover_rate,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp,generated_count,prompt_unique_ratio,rgb_std_mean,center_deviation_proxy,share_imitation,share_differentiation,share_self_consistency,decoded_top_tags
0,172,0.8447772096420746,8,3,0.625,172,3,0.4611830479498819,0.5956209394564139,1.2915065766275557,0.8447772096420746,0.22498173849525202,0.07692307692307693,1.0,0.9294871794871795,0.07692307692307693,0.10096153846153855,,0.25,0.75,0.14634146341463414,0.1951219512195122,0.01680672268907563,0.14634146341463414,0.1951219512195122,0.01680672268907563,16.0,8.0,8.0,1.0,1.0,40.01003780565115,0.12198482929915688,1.0,0.0,0.0,high-key lighting|soft contrast|warm palette|figurative composition|renaissance-inspired texture
5,95,0.6766528925619835,8,8,0.48255813953488375,95,8,0.4394806141739747,0.5930797688561411,1.3495015473455263,0.6766528925619835,0.2736970821386406,0.17177914110429449,0.6257668711656442,0.8378142668110189,0.17177914110429449,0.23056070766157788,0.19999999999999996,0.3375,0.6625,0.1951219512195122,0.17073170731707318,0.008333333333333333,1.0731707317073171,0.9512195121951219,0.10833333333333334,16.0,8.0,8.0,,,,,,,,
10,75,0.591287233179125,8,8,0.4878048780487805,75,8,0.44014104947003985,0.6600119240257446,1.4995463950032482,0.591287233179125,0.2704224494765035,0.1574468085106383,0.6382978723404256,0.8380684188569045,0.1574468085106383,0.26591016548463364,0.03749999999999998,0.3125,0.6875,0.1951219512195122,0.17073170731707318,0.008264462809917356,2.0,1.7317073170731707,0.19008264462809918,15.0,8.0,8.0,,,,,,,,
12,69,0.5846956429630676,8,8,0.5263157894736842,69,8,0.44064062854886776,0.6533787458457435,1.4827927873956424,0.5846956429630676,0.27538662523833063,0.15810276679841898,0.6403162055335968,0.8378477873362784,0.15810276679841898,0.28089018731740834,0.025000000000000022,,,,,,,,,,,,1.0,1.0,42.47874809889564,0.26014919470727527,1.0,0.0,0.0,low-key lighting|soft contrast|warm palette|figurative composition|renaissance-inspired texture
