round,n_clusters,modularity,clusters_all,clusters_visible,cross_cluster_citation_rate,n_clusters_citation,n_clusters_embedding_visible,intra_cluster_mean_dist,inter_cluster_centroid_dist,separation_ratio,modularity_citation,modularity_embedding_partition_on_citation,in_degree_top10_share,in_degree_top10_share_all,gini_in_degree,in_degree_top10_share_active,gini_in_degree_active,topk_turnover_rate,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp
0,169,0.7261224489795918,8,3,0.45,169,3,0.46025199509669534,0.55702759213774,1.2102665454404231,0.7261224489795918,0.31061224489795913,0.07692307692307693,1.0,0.9280769230769232,0.07692307692307693,0.10096153846153855,,0.2625,0.7375,0.125,0.2,0.025,0.125,0.2,0.025,16,8,8
5,107,0.6239679114280352,8,8,0.4689265536723164,107,8,0.43072587175020216,0.6530613666342171,1.5161879270928902,0.6239679114280352,0.3053340213923813,0.17177914110429449,0.6196319018404908,0.8291104294478528,0.17177914110429449,0.24049079754601244,0.25,0.3375,0.6625,0.2,0.2,0.0,1.05,1.1,0.08333333333333333,16,8,8
10,78,0.580289256198347,8,8,0.44886363636363635,78,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.580289256198347,0.288698347107438,0.18672199170124482,0.6307053941908713,0.8240871369294607,0.18672199170124482,0.29634854771784225,0.08750000000000002,0.35,0.65,0.15,0.2,0.016666666666666666,1.85,2.1,0.15,16,8,8
15,59,0.5573404585683971,8,8,0.4659090909090909,59,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.5573404585683971,0.28236763107499613,0.19471947194719472,0.6732673267326733,0.8372442244224423,0.19471947194719472,0.3489768976897689,0.0,0.35,0.65,0.175,0.2,0.008333333333333333,2.65,3.1,0.21666666666666667,16,8,8
20,49,0.5106818918839241,8,8,0.47126436781609193,49,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.5106818918839241,0.2625809494796631,0.21875,0.7017045454545454,0.8460511363636365,0.21875,0.3842045454545455,0.0,0.35,0.65,0.2,0.2,0.0,3.55,4.1,0.25,16,8,8
25,46,0.49151744390181623,8,8,0.44571428571428573,46,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.49151744390181623,0.2564676497813528,0.23017902813299232,0.7237851662404092,0.8521611253196932,0.23017902813299232,0.4086445012787723,0.0,0.35,0.65,0.2,0.2,0.0,4.375,5.1,0.30833333333333335,16,8,8
30,39,0.47158240997229917,8,8,0.4437869822485207,39,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.47158240997229917,0.25481648199445983,0.23095238095238096,0.7428571428571429,0.8558809523809525,0.23095238095238096,0.4235238095238094,0.0,0.35,0.65,0.175,0.2,0.008333333333333333,5.25,6.1,0.35,16,8,8
35,36,0.45743941472336536,8,8,0.4277456647398844,36,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.45743941472336536,0.25113854595336077,0.2371364653243848,0.7583892617449665,0.859026845637584,0.2371364653243848,0.43610738255033565,0.0,0.35,0.65,0.175,0.2,0.008333333333333333,6.175,7.1,0.375,16,8,8
40,36,0.4406750074403059,8,8,0.3900709219858156,36,8,0.43794171037371826,0.6123369992408749,1.398215755056389,0.4406750074403059,0.24748174263409722,0.24025974025974026,0.7662337662337663,0.8606709956709957,0.24025974025974026,0.44268398268398257,0.0,0.35,0.65,0.2,0.2,0.0,6.925,7.9,0.39166666666666666,16,8,8
