round,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp
0,0.25,0.75,0.14634146341463414,0.0,0.016666666666666666,0.14634146341463414,0.0,0.016666666666666666,8,8,0
1,0.3125,0.6875,0.1951219512195122,0.0,0.0,0.34146341463414637,0.0,0.016666666666666666,8,8,0
2,0.3125,0.6875,0.1951219512195122,0.0,0.0,0.34146341463414637,0.0,0.016666666666666666,8,8,0
2,0.3375,0.6625,0.1951219512195122,0.0,0.0,0.5365853658536586,0.0,0.01639344262295082,8,8,0
3,0.3625,0.6375,0.17073170731707318,0.0,0.00819672131147541,0.7073170731707317,0.0,0.02459016393442623,8,8,0
4,0.3625,0.6375,0.17073170731707318,0.0,0.00819672131147541,0.7073170731707317,0.0,0.02459016393442623,8,8,0
4,0.375,0.625,0.14285714285714285,0.0,0.01639344262295082,0.8571428571428571,0.0,0.03278688524590164,8,8,0
5,0.375,0.625,0.11904761904761904,0.0,0.02459016393442623,0.9761904761904762,0.0,0.05737704918032787,8,8,0
6,0.375,0.625,0.11904761904761904,0.0,0.02459016393442623,0.9761904761904762,0.0,0.05737704918032787,8,8,0
6,0.375,0.625,0.14285714285714285,0.0,0.016129032258064516,1.119047619047619,0.0,0.07258064516129033,8,8,0
7,0.375,0.625,0.14285714285714285,0.0,0.016129032258064516,1.2619047619047619,0.0,0.08870967741935484,8,8,0
8,0.375,0.625,0.14285714285714285,0.0,0.016129032258064516,1.2619047619047619,0.0,0.08870967741935484,8,8,0
8,0.3625,0.6375,0.14285714285714285,0.0,0.015873015873015872,1.380952380952381,0.0,0.1111111111111111,8,8,0
9,0.3625,0.6375,0.16666666666666666,0.0,0.007936507936507936,1.5476190476190477,0.0,0.11904761904761904,8,8,0
10,0.3625,0.6375,0.16666666666666666,0.0,0.007936507936507936,1.5476190476190477,0.0,0.11904761904761904,8,8,0
10,0.375,0.625,0.13953488372093023,0.0,0.015873015873015872,1.6744186046511629,0.0,0.12698412698412698,8,8,0
11,0.375,0.625,0.09302325581395349,0.0,0.031746031746031744,1.7674418604651163,0.0,0.15873015873015872,8,8,0
12,0.375,0.625,0.09302325581395349,0.0,0.031746031746031744,1.7674418604651163,0.0,0.15873015873015872,8,8,0
12,0.35,0.65,0.13953488372093023,0.0,0.015625,1.9069767441860466,0.0,0.171875,8,8,0
13,0.35,0.65,0.11627906976744186,0.0,0.0234375,2.0232558139534884,0.0,0.1953125,8,8,0
14,0.35,0.65,0.11627906976744186,0.0,0.0234375,2.0232558139534884,0.0,0.1953125,8,8,0
14,0.375,0.625,0.09090909090909091,0.0,0.03125,2.090909090909091,0.0,0.21875,8,8,0
15,0.375,0.625,0.11363636363636363,0.0,0.0234375,2.2045454545454546,0.0,0.2421875,8,8,0
16,0.375,0.625,0.11363636363636363,0.0,0.0234375,2.2045454545454546,0.0,0.2421875,8,8,0
16,0.375,0.625,0.11363636363636363,0.0,0.023076923076923078,2.2954545454545454,0.0,0.2692307692307692,8,8,0
17,0.375,0.625,0.11363636363636363,0.0,0.023076923076923078,2.409090909090909,0.0,0.2923076923076923,8,8,0
18,0.375,0.625,0.11363636363636363,0.0,0.023076923076923078,2.409090909090909,0.0,0.2923076923076923,8,8,0
18,0.3625,0.6375,0.11363636363636363,0.0,0.022727272727272728,2.5454545454545454,0.0,0.30303030303030304,8,8,0
19,0.3625,0.6375,0.13636363636363635,0.0,0.015151515151515152,2.6818181818181817,0.0,0.3181818181818182,8,8,0
20,0.3625,0.6375,0.13636363636363635,0.0,0.015151515151515152,2.6818181818181817,0.0,0.3181818181818182,8,8,0
