round,node_id,strategy,prompt,image_path,artist_type,learning_mode,gallery_ids,decoded_caption,decoded_tags,base_prompt,create_provider,create_model,decode_provider,decode_model,feedback_I,feedback_S,feedback_M
0,156,conform,"Renaissance painting, oil on panel aesthetic, round 0, node 156, religious narrative scene, random patronage baseline, heterogeneous workshops, uneven style pressure, mainstream renaissance style, geometric balance, stable lighting, moderate symbolic capital, moderate market visibility, limited influence, museum quality, high detail. inspired by visible gallery: low-key lighting, soft contrast, warm palette. reference note: gallery summary: low-key lighting, soft contrast, warm palette; brightness=88.0, contrast=45.4",/Users/1532016078qq.com/Desktop/MACS 37005/pj/agentic_simulation/runs_env_plus_artist/batch_runs/batch-3x3-20260306_195801-config_env_plus_artist_batch_fast-t20-sp4x2-gk120/e1-s1-r1-baseline_random-imitation_only-rr0p00/generated/round_0000/node_0156.png,follower,imitation,11|95|167|82,"gallery summary: low-key lighting, soft contrast, warm palette; brightness=88.0, contrast=45.4",low-key lighting|soft contrast|warm palette|figurative composition|renaissance-inspired texture,"Renaissance painting, oil on panel aesthetic, round 0, node 156, religious narrative scene, random patronage baseline, heterogeneous workshops, uneven style pressure, mainstream renaissance style, geometric balance, stable lighting, moderate symbolic capital, moderate market visibility, limited influence, museum quality, high detail.",openai,openai/gpt-5-image-mini,mock,,2.0,0.6,1.6
0,139,conform,"Renaissance painting, oil on panel aesthetic, round 0, node 139, civic procession in an italian city, random patronage baseline, heterogeneous workshops, uneven style pressure, mainstream renaissance style, geometric balance, stable lighting, moderate symbolic capital, moderate market visibility, limited influence, museum quality, high detail. inspired by visible gallery: low-key lighting, soft contrast, warm palette. reference note: gallery summary: low-key lighting, soft contrast, warm palette; brightness=58.8, contrast=45.3",/Users/1532016078qq.com/Desktop/MACS 37005/pj/agentic_simulation/runs_env_plus_artist/batch_runs/batch-3x3-20260306_195801-config_env_plus_artist_batch_fast-t20-sp4x2-gk120/e1-s1-r1-baseline_random-imitation_only-rr0p00/generated/round_0000/node_0139.png,follower,imitation,70|178|159|18,"gallery summary: low-key lighting, soft contrast, warm palette; brightness=58.8, contrast=45.3",low-key lighting|soft contrast|warm palette|figurative composition|renaissance-inspired texture,"Renaissance painting, oil on panel aesthetic, round 0, node 139, civic procession in an italian city, random patronage baseline, heterogeneous workshops, uneven style pressure, mainstream renaissance style, geometric balance, stable lighting, moderate symbolic capital, moderate market visibility, limited influence, museum quality, high detail.",openai,openai/gpt-5-image-mini,mock,,2.0,0.6,1.6
