source,target,sim
45,192,0.7693702578544617
45,198,0.7253165245056152
46,47,0.7302314043045044
46,48,0.7749004364013672
46,49,0.7597939968109131
46,50,0.7737450003623962
46,65,0.7752920389175415
46,85,0.8318220376968384
46,88,0.8316953182220459
46,95,0.7815226316452026
46,108,0.8463221192359924
46,128,0.7808489799499512
46,130,0.8063546419143677
46,145,0.7994888424873352
46,146,0.7531343698501587
46,153,0.782132625579834
46,158,0.757939875125885
46,160,0.7492407560348511
46,164,0.7960100769996643
46,165,0.7880266308784485
46,167,0.8163480758666992
46,174,0.737239420413971
46,186,0.780701756477356
47,48,0.7733350992202759
47,85,0.7164453268051147
47,108,0.7303006052970886
47,128,0.7488871812820435
47,145,0.7398906946182251
47,156,0.7304662466049194
47,166,0.7352734804153442
47,174,0.7196934819221497
47,196,0.7464494109153748
47,197,0.7180788516998291
48,51,0.7470167875289917
48,56,0.81104975938797
48,85,0.768108606338501
48,88,0.8285526037216187
48,94,0.8052355051040649
48,101,0.7955485582351685
48,130,0.8236070275306702
48,142,0.736352264881134
48,145,0.824643075466156
48,146,0.7776561975479126
48,157,0.6978243589401245
48,160,0.746536910533905
48,163,0.772759735584259
48,166,0.7868555188179016
48,168,0.8095105886459351
48,169,0.7348771095275879
48,174,0.7405821084976196
48,182,0.8053523302078247
48,195,0.7800654172897339
48,196,0.7973008751869202
48,197,0.7714113593101501
49,50,0.8729294538497925
49,51,0.7954304218292236
49,61,0.774694561958313
49,85,0.755570650100708
49,88,0.7853854894638062
49,90,0.7674238085746765
49,105,0.7568181753158569
49,128,0.758923351764679
49,131,0.7942043542861938
49,134,0.7505369782447815
49,169,0.7500806450843811
50,51,0.8452426791191101
50,61,0.8200992345809937
50,64,0.7756420969963074
50,88,0.7640949487686157
50,90,0.786899983882904
50,93,0.7300102114677429
50,105,0.8177905082702637
50,123,0.6924784183502197
50,128,0.8065876960754395
50,131,0.810891330242157
50,134,0.7598387002944946
50,161,0.7650030851364136
50,169,0.742376446723938
50,176,0.7329487800598145
50,179,0.7456409931182861
50,197,0.787982702255249
50,198,0.7386680841445923
51,60,0.7475066184997559
51,61,0.7534448504447937
51,88,0.7583608627319336
51,105,0.7825292348861694
51,117,0.7343169450759888
51,127,0.7688018083572388
51,128,0.7517081499099731
51,131,0.7960767149925232
51,132,0.7437726259231567
51,134,0.7405717372894287
51,160,0.7323439121246338
52,57,0.8284263610839844
52,60,0.8122173547744751
52,63,0.9050673246383667
52,64,0.8181919455528259
52,67,0.8563864231109619
52,70,0.8383736610412598
52,75,0.890146791934967
52,76,0.8776742219924927
52,80,0.8996924757957458
52,83,0.8273629546165466
