round,n_clusters,modularity,clusters_all,clusters_visible,cross_cluster_citation_rate,n_clusters_citation,n_clusters_embedding_visible,intra_cluster_mean_dist,inter_cluster_centroid_dist,separation_ratio,modularity_citation,modularity_embedding_partition_on_citation,in_degree_top10_share,in_degree_top10_share_all,gini_in_degree,in_degree_top10_share_active,gini_in_degree_active,topk_turnover_rate,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp,generated_count,prompt_unique_ratio,rgb_std_mean,center_deviation_proxy,share_imitation,share_differentiation,share_self_consistency,decoded_top_tags
0,253,0.7878787878787878,8,3,0.45,253,3,0.46415194194945386,0.6382505410281522,1.3750896707390219,0.7878787878787878,0.2548209366391185,0.08108108108108109,1.0,0.9523220403502093,0.08108108108108109,0.15371621621621623,,0.2625,0.7375,0.12195121951219512,0.1951219512195122,0.02459016393442623,0.12195121951219512,0.1951219512195122,0.02459016393442623,16,8,8,4.0,1.0,39.38119832863621,0.15924413074714006,0.25,0.25,0.5,low-key lighting|warm palette|figurative composition|renaissance-inspired texture|dramatic contrast
5,187,0.6890208907254362,8,8,0.48951048951048953,187,8,0.42901536942383256,0.6887564656421539,1.605435410314445,0.6890208907254362,0.28061868686868685,0.1619718309859155,0.7816901408450704,0.8805792501487799,0.1619718309859155,0.22919334186939833,0.25,0.275,0.725,0.23255813953488372,0.0,0.047619047619047616,1.0465116279069768,0.6744186046511628,0.1746031746031746,10,8,8,,,,,,,,
10,170,0.600501105792111,8,8,0.3826086956521739,170,8,0.43520967127057564,0.635649454144351,1.4605591192139646,0.600501105792111,0.30049550684471316,0.1724137931034483,0.8226600985221675,0.8874453618261291,0.1724137931034483,0.28965517241379324,0.08750000000000002,0.25,0.75,0.06818181818181818,0.1590909090909091,0.045454545454545456,1.4545454545454546,1.0454545454545454,0.3712121212121212,9,8,8,4.0,1.0,39.183607755368854,0.19058901238760242,0.25,0.5,0.25,low-key lighting|figurative composition|renaissance-inspired texture|dramatic contrast|warm palette
10,170,0.600501105792111,8,8,0.3826086956521739,170,8,0.43520967127057564,0.635649454144351,1.4605591192139646,0.600501105792111,0.30049550684471316,0.1724137931034483,0.8226600985221675,0.8874453618261291,0.1724137931034483,0.28965517241379324,0.08750000000000002,0.2875,0.7125,0.1111111111111111,0.1111111111111111,0.04477611940298507,1.5555555555555556,1.1333333333333333,0.40298507462686567,10,8,8,4.0,1.0,39.183607755368854,0.19058901238760242,0.25,0.5,0.25,low-key lighting|figurative composition|renaissance-inspired texture|dramatic contrast|warm palette
15,157,0.5899346072519382,8,8,0.3177570093457944,157,8,0.4158103818737529,0.6991511126879232,1.6814181251015452,0.5899346072519382,0.3340414284595505,0.1908713692946058,0.8174273858921162,0.8890333703465605,0.1908713692946058,0.3294782378387924,0.07499999999999996,0.275,0.725,0.10638297872340426,0.1276595744680851,0.036231884057971016,2.0638297872340425,1.5957446808510638,0.6014492753623188,11,8,8,,,,,,,,
20,139,0.5620231404958678,8,8,0.3728813559322034,139,8,0.41789732775961425,0.6106399186363886,1.4612199649853828,0.5620231404958678,0.36223471074380165,0.18900343642611683,0.8316151202749141,0.890845070422535,0.18900343642611683,0.36734693877551017,0.07499999999999996,0.2625,0.7375,0.08333333333333333,0.10416666666666667,0.04861111111111111,2.3541666666666665,2.0416666666666665,0.75,10,8,8,4.0,1.0,42.45585930019543,0.2360327245118771,0.0,0.5,0.5,warm palette|figurative composition|renaissance-inspired texture|low-key lighting|dramatic contrast
20,139,0.5620231404958678,8,8,0.3728813559322034,139,8,0.41789732775961425,0.6106399186363886,1.4612199649853828,0.5620231404958678,0.36223471074380165,0.18900343642611683,0.8316151202749141,0.890845070422535,0.18900343642611683,0.36734693877551017,0.07499999999999996,0.2875,0.7125,0.14285714285714285,0.02040816326530612,0.0547945205479452,2.4693877551020407,1.836734693877551,0.8493150684931506,11,8,8,4.0,1.0,42.45585930019543,0.2360327245118771,0.0,0.5,0.5,warm palette|figurative composition|renaissance-inspired texture|low-key lighting|dramatic contrast
25,129,0.5442502876397107,8,8,0.3252032520325203,129,8,0.4193913709508545,0.6084283848354656,1.4507413050869924,0.5442502876397107,0.36855892504930965,0.23795180722891565,0.8373493975903614,0.8931995587985744,0.23795180722891565,0.3933734939759035,0.050000000000000044,0.2875,0.7125,0.13725490196078433,0.09803921568627451,0.02666666666666667,3.372549019607843,2.2745098039215685,0.8466666666666667,10,8,8,,,,,,,,
30,115,0.531758034026465,8,8,0.2916666666666667,115,8,0.4193913709508545,0.6084283848354656,1.4507413050869924,0.531758034026465,0.3655492543583281,0.24863387978142076,0.8415300546448088,0.8969252674517048,0.24863387978142076,0.414535519125683,0.012499999999999956,0.2625,0.7375,0.1346153846153846,0.038461538461538464,0.04487179487179487,3.8653846153846154,1.8076923076923077,1.1794871794871795,11,8,8,4.0,1.0,40.48694121066161,0.19520118090494126,0.5,0.25,0.25,warm palette|figurative composition|renaissance-inspired texture|soft contrast|high-key lighting
30,115,0.531758034026465,8,8,0.2916666666666667,115,8,0.4193913709508545,0.6084283848354656,1.4507413050869924,0.531758034026465,0.3655492543583281,0.24863387978142076,0.8415300546448088,0.8969252674517048,0.24863387978142076,0.414535519125683,0.012499999999999956,0.2625,0.7375,0.09433962264150944,0.05660377358490566,0.05063291139240506,3.8679245283018866,1.830188679245283,1.2215189873417722,10,8,8,4.0,1.0,40.48694121066161,0.19520118090494126,0.5,0.25,0.25,warm palette|figurative composition|renaissance-inspired texture|soft contrast|high-key lighting
35,109,0.5194373472754994,8,8,0.28688524590163933,109,8,0.41419721385870284,0.659110549025682,1.5912964331298658,0.5194373472754994,0.37038171552690385,0.256857855361596,0.8478802992518704,0.8988356573355343,0.256857855361596,0.43665346437827,0.07499999999999996,0.25,0.75,0.14545454545454545,0.05454545454545454,0.030864197530864196,4.818181818181818,2.0545454545454547,1.2160493827160495,12,8,8,,,,,,,,
