round,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp
0,0.2625,0.7375,0.17073170731707318,0.1951219512195122,0.008403361344537815,0.17073170731707318,0.1951219512195122,0.008403361344537815,16,8,8
1,0.325,0.675,0.1951219512195122,0.1951219512195122,0.0,0.36585365853658536,0.3902439024390244,0.008403361344537815,16,8,8
2,0.325,0.675,0.1951219512195122,0.1951219512195122,0.0,0.5609756097560976,0.5853658536585366,0.008403361344537815,16,8,8
3,0.3125,0.6875,0.1951219512195122,0.1951219512195122,0.0,0.7560975609756098,0.7804878048780488,0.008403361344537815,16,8,8
4,0.3125,0.6875,0.1951219512195122,0.1951219512195122,0.0,0.9512195121951219,0.975609756097561,0.008403361344537815,16,8,8
5,0.3125,0.6875,0.17073170731707318,0.17073170731707318,0.01680672268907563,1.1219512195121952,1.146341463414634,0.025210084033613446,15,8,8
6,0.3125,0.6875,0.17073170731707318,0.17073170731707318,0.01680672268907563,1.2926829268292683,1.3170731707317074,0.04201680672268908,15,8,8
7,0.325,0.675,0.1951219512195122,0.1951219512195122,0.0,1.4878048780487805,1.5121951219512195,0.04201680672268908,16,8,8
8,0.325,0.675,0.17073170731707318,0.17073170731707318,0.01680672268907563,1.6585365853658536,1.6829268292682926,0.058823529411764705,15,8,8
9,0.325,0.675,0.14634146341463414,0.17073170731707318,0.025210084033613446,1.8048780487804879,1.853658536585366,0.08403361344537816,15,8,8
10,0.325,0.675,0.1951219512195122,0.1951219512195122,0.0,2.0,2.048780487804878,0.08403361344537816,16,8,8
11,0.325,0.675,0.17073170731707318,0.1951219512195122,0.008403361344537815,2.1707317073170733,2.2439024390243905,0.09243697478991597,16,8,8
12,0.325,0.675,0.1951219512195122,0.1951219512195122,0.0,2.3658536585365852,2.4390243902439024,0.09243697478991597,16,8,8
13,0.325,0.675,0.17073170731707318,0.17073170731707318,0.01680672268907563,2.5365853658536586,2.6097560975609757,0.1092436974789916,15,8,8
14,0.325,0.675,0.1951219512195122,0.1951219512195122,0.0,2.731707317073171,2.8048780487804876,0.1092436974789916,16,8,8
15,0.325,0.675,0.17073170731707318,0.1951219512195122,0.008403361344537815,2.902439024390244,3.0,0.11764705882352941,16,8,8
16,0.325,0.675,0.17073170731707318,0.17073170731707318,0.01680672268907563,3.073170731707317,3.1707317073170733,0.13445378151260504,15,8,8
17,0.325,0.675,0.17073170731707318,0.1951219512195122,0.008403361344537815,3.2439024390243905,3.3658536585365852,0.14285714285714285,16,8,8
18,0.325,0.675,0.17073170731707318,0.17073170731707318,0.01680672268907563,3.4146341463414633,3.5365853658536586,0.15966386554621848,15,8,8
19,0.325,0.675,0.17073170731707318,0.17073170731707318,0.01680672268907563,3.5853658536585367,3.707317073170732,0.17647058823529413,15,8,8
20,0.325,0.675,0.17073170731707318,0.17073170731707318,0.01680672268907563,3.5853658536585367,3.707317073170732,0.17647058823529413,15,8,8
