round,share_conform_topK,share_diff_topK,payoff_conform_mean,payoff_diff_mean,payoff_mid_mean,payoff_conform_cum_mean,payoff_diff_cum_mean,payoff_mid_cum_mean,n_selected,n_selected_norm,n_selected_comp
0,0.2,0.8,0.024390243902439025,0.04878048780487805,0.041666666666666664,0.024390243902439025,0.04878048780487805,0.041666666666666664,8,0,0
1,0.2,0.8,0.024390243902439025,0.024390243902439025,0.05,0.04878048780487805,0.07317073170731707,0.09166666666666666,8,0,0
2,0.2,0.8,0.024390243902439025,0.024390243902439025,0.05,0.04878048780487805,0.07317073170731707,0.09166666666666666,8,0,0
2,0.2125,0.7875,0.024390243902439025,0.04878048780487805,0.040983606557377046,0.07317073170731707,0.0975609756097561,0.13934426229508196,8,0,0
3,0.225,0.775,0.024390243902439025,0.07317073170731707,0.03278688524590164,0.0975609756097561,0.17073170731707318,0.1721311475409836,8,0,0
4,0.225,0.775,0.024390243902439025,0.07317073170731707,0.03278688524590164,0.0975609756097561,0.17073170731707318,0.1721311475409836,8,0,0
4,0.2,0.8,0.047619047619047616,0.07142857142857142,0.02459016393442623,0.14285714285714285,0.23809523809523808,0.19672131147540983,8,0,0
5,0.2,0.8,0.07142857142857142,0.0,0.040983606557377046,0.21428571428571427,0.23809523809523808,0.23770491803278687,8,0,0
6,0.2,0.8,0.07142857142857142,0.0,0.040983606557377046,0.21428571428571427,0.23809523809523808,0.23770491803278687,8,0,0
6,0.175,0.825,0.023809523809523808,0.023809523809523808,0.04838709677419355,0.2619047619047619,0.2619047619047619,0.27419354838709675,8,0,0
7,0.1625,0.8375,0.0,0.0,0.06451612903225806,0.2619047619047619,0.2619047619047619,0.3387096774193548,8,0,0
8,0.1625,0.8375,0.0,0.0,0.06451612903225806,0.2619047619047619,0.2619047619047619,0.3387096774193548,8,0,0
8,0.15,0.85,0.047619047619047616,0.0,0.047619047619047616,0.30952380952380953,0.2619047619047619,0.38095238095238093,8,0,0
9,0.1625,0.8375,0.047619047619047616,0.023809523809523808,0.03968253968253968,0.35714285714285715,0.2857142857142857,0.42063492063492064,8,0,0
10,0.1625,0.8375,0.047619047619047616,0.023809523809523808,0.03968253968253968,0.35714285714285715,0.2857142857142857,0.42063492063492064,8,0,0
10,0.15,0.85,0.06976744186046512,0.023255813953488372,0.031746031746031744,0.4186046511627907,0.27906976744186046,0.4603174603174603,8,0,0
11,0.1875,0.8125,0.09302325581395349,0.046511627906976744,0.015873015873015872,0.5116279069767442,0.32558139534883723,0.47619047619047616,8,0,0
12,0.1875,0.8125,0.09302325581395349,0.046511627906976744,0.015873015873015872,0.5116279069767442,0.32558139534883723,0.47619047619047616,8,0,0
12,0.1875,0.8125,0.09302325581395349,0.023255813953488372,0.0234375,0.6046511627906976,0.32558139534883723,0.5,8,0,0
13,0.1875,0.8125,0.023255813953488372,0.046511627906976744,0.0390625,0.627906976744186,0.37209302325581395,0.5390625,8,0,0
14,0.1875,0.8125,0.023255813953488372,0.046511627906976744,0.0390625,0.627906976744186,0.37209302325581395,0.5390625,8,0,0
14,0.1875,0.8125,0.0,0.06818181818181818,0.0390625,0.6363636363636364,0.4318181818181818,0.5703125,8,0,0
15,0.1875,0.8125,0.022727272727272728,0.06818181818181818,0.03125,0.6590909090909091,0.5,0.6015625,8,0,0
16,0.1875,0.8125,0.022727272727272728,0.06818181818181818,0.03125,0.6590909090909091,0.5,0.6015625,8,0,0
16,0.1875,0.8125,0.045454545454545456,0.022727272727272728,0.038461538461538464,0.7045454545454546,0.5227272727272727,0.6307692307692307,8,0,0
17,0.2,0.8,0.045454545454545456,0.022727272727272728,0.038461538461538464,0.75,0.5454545454545454,0.6692307692307692,8,0,0
18,0.2,0.8,0.045454545454545456,0.022727272727272728,0.038461538461538464,0.75,0.5454545454545454,0.6692307692307692,8,0,0
18,0.175,0.825,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.7954545454545454,0.5681818181818182,0.696969696969697,8,0,0
19,0.1625,0.8375,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.8181818181818182,0.5909090909090909,0.7424242424242424,8,0,0
20,0.1625,0.8375,0.022727272727272728,0.022727272727272728,0.045454545454545456,0.8181818181818182,0.5909090909090909,0.7424242424242424,8,0,0
