run_id,status,round_final,modularity,in_degree_top10_share,gini_in_degree,cross_cluster_citation_rate,separation_ratio,share_conform_topK,share_diff_topK,payoff_conform_cum_mean,payoff_diff_cum_mean,topk_turnover_rate,generated_count,mode,strategy_policy,rebel_ratio,master_visibility_boost,finished_at
e1-s1-r1-baseline_random-imitation_only-rr0p00,ok,20,0.6334167926429831,0.1801470588235294,0.668715247292947,0.2878787878787879,1.0745726982102914,0.2625,0.7375,0.8292682926829268,1.1219512195121952,0.0999999999999999,,baseline_random,imitation_only,0.0,,2026-03-06T20:06:30
e1-s2-r1-baseline_random-differentiation_only-rr1p00,ok,20,0.5906065088757397,0.1949458483754512,0.6529446629667546,0.4242424242424242,1.047661615409097,0.2,0.8,0.902439024390244,0.8292682926829268,0.175,,baseline_random,differentiation_only,1.0,,2026-03-06T20:09:20
e1-s3-r1-baseline_random-self_consistency_only-rr0p00,ok,20,0.6266224986479179,0.1703703703703703,0.6685093053252256,0.3787878787878788,1.085877792627026,0.2,0.8,0.7560975609756098,0.975609756097561,0.0999999999999999,,baseline_random,self_consistency_only,0.0,,2026-03-06T20:11:35
e2-s1-r1-norm_only-imitation_only-rr0p00,ok,20,0.4542584940312213,0.1824324324324324,0.9242974317601182,0.4615384615384615,1.312966423182253,0.3875,0.6125,3.3902439024390243,0.0,0.0,,norm_only,imitation_only,0.0,,2026-03-06T20:12:54
e2-s2-r1-norm_only-differentiation_only-rr1p00,ok,20,0.4893015088449531,0.2,0.9349680170575692,0.4615384615384615,1.329451559937839,0.3375,0.6625,3.268292682926829,0.0,0.0,,norm_only,differentiation_only,1.0,,2026-03-06T20:15:18
e2-s3-r1-norm_only-self_consistency_only-rr0p00,ok,20,0.4375157470395565,0.184931506849315,0.9274177059905948,0.4461538461538462,0.9906131524992916,0.3875,0.6125,3.3902439024390243,0.0,0.0,,norm_only,self_consistency_only,0.0,,2026-03-06T20:16:31
e3-s1-r1-dual_patronage-imitation_only-rr0p00,ok,20,0.5258585516822737,0.1899109792284866,0.8613017996073047,0.5488721804511278,1.4978151100952837,0.3125,0.6875,3.4390243902439024,3.317073170731707,0.0,,dual_patronage,imitation_only,0.0,,2026-03-06T20:17:57
e3-s2-r1-dual_patronage-differentiation_only-rr1p00,ok,20,0.5294570525711002,0.146875,0.8664490049751243,0.465648854961832,1.5137290264390426,0.325,0.675,3.5853658536585367,3.707317073170732,0.0,,dual_patronage,differentiation_only,1.0,,2026-03-06T20:19:23
e3-s3-r1-dual_patronage-self_consistency_only-rr0p00,ok,20,0.4928706443129519,0.1691394658753709,0.8488713701522062,0.5447761194029851,1.3483220738376178,0.35,0.65,3.3658536585365852,3.707317073170732,0.0749999999999999,,dual_patronage,self_consistency_only,0.0,,2026-03-06T20:20:43
